testcase_id,Step,parent,testobject,stepaction,data,TestGroups,options
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,Verify Disclaimer link present on page.,OutFitPage,DisclaimerLink,verifyObjectPresent,,,
,Verify element color change on hovering,OutFitPage,DisclaimerLink,verifycolorchange,"rgba(153, 153, 153, 1)",,
,Click Disclaimer link,OutFitPage,DisclaimerLink,clickObject,,,
,Check Disclaimer Text,OutFitPage,VerifyDisclaimerBubble,verifyObjectPresent,,,
,Verify Desclaimer background color,OutFitPage,VerifyDisclaimerBubble,verifyobjectproperty,"background-color#rgba(51, 51, 51, 1)",,
,Click on Sponsership LOGO,OutFitPage,SponsorshipLogo,clickObject,,,
,Verify Sponsership URL ,OutFitPage,eleCommon,verifyTitlePresenceRedirectedPage,Google,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11_600_1,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11_600_1,,
VerifyOutFit11A_600_2,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/2,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_2,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_2,,
VerifyOutFit11A_600_3,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/3,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape, ReTitle",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11_600_3,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11_600_3,,
,Click through text,OutFitPage,ClickThroughTxt_Pos1_1,clickObject,,,
,Verify URL ,OutFitPage,eleCommon,verifyTitle,Google,,
VerifyOutFit11A_600_4,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/4,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_4,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_4,,
VerifyOutFit11A_600_5,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/5,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_5,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_5,,
VerifyOutFit11A_600_6,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/6,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_6,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_6,,
VerifyOutFit11A_600_7,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/7,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_7,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_7,,
VerifyOutFit11A_600_8,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/8,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_8,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_8,,
VerifyOutFit11A_600_9,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/9,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_9,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_9,,
VerifyOutFit11A_600_10,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/10,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_10,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_10,,
VerifyOutFit11A_600_11,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/11,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_11,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_11,,
VerifyOutFit11A_600_12,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/12,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_12,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_12,,
VerifyOutFit11A_600_13,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/13,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_13,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_13,,
VerifyOutFit11A_600_14,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/14,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_14,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_14,,
VerifyOutFit11A_600_15,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/15,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_15,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_15,,
VerifyOutFit11A_600_16,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/16,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_16,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_16,,
VerifyOutFit11A_600_17,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/17,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_17,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_17,,
VerifyOutFit11A_600_18,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/18,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_18,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_18,,
VerifyOutFit11A_600_19,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/19,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_19,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_19,,
VerifyOutFit11A_600_20,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/20,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_20,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_20,,
VerifyOutFit11A_600_21,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/21,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_21,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_21,,
VerifyOutFit11A_600_22,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/22,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_22,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_22,,
VerifyOutFit11A_600_23,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/23,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_23,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_23,,
VerifyOutFit11A_600_24,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/24,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_24,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_24,,
VerifyOutFit11A_600_25,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/25,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A_600_25,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A_600_25,,
VerifyOutFit11A_600_26,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/26,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
,And I verify whether the Ad corresponding to OutFit image is displayed or not,OutFitPage,Common_adv,verifyObjectPresent,,,
,And I verify whether the AdIframe corresponding to OutFit image is displayed or not,OutFitPage,Common_adv_iFrame,verifyObjectPresent,,,
,Verify the size of the Ad image,OutFitPage,Common_adv,verifyObjectSize,300x600,,
,Cutting the required image from the webpage screenshot,OutFitPage,OutfitSection,cutRequiredImage,OutFit11A600_26,,
,Comparing the images on the page,OutFitPage,eleCommon,compareImages,OutFit11A600_26,,
VerifyOutFit11A_600_27,Given I Open the browser to go to default application,OutFitPage,eleCommon,openbrowser,/qa/automation/outfit11A/600/27,"Outfits, Outfits11A, OutfitsFirefox, OutfitsChrome, OutfitsIE, OutfitsSafari, OutfitsIOSTabletLandscape1",
,Closing Sign In pop-up on the webpage,OutFitPage,signInPopUp,signInPopUp,,,
,Closing breaking news pop-up on the webpage,OutFitPage,brkNwsPopUp,brkNwsPopUp,,,
,And I verify whether the OutFit section is displayed or not,OutFitPage,OutfitSection,verifyObjectPresent,,,
